Label	Text
add	please add sugar
add	add milk
add	can you add cheese?
add	please add coconut milk
substitute	replace yogurt with butter
add	i'd like to add chicken
remove	take out tofu
remove	skip the milk
remove	eliminate chia seeds
remove	eliminate butter
remove	no sugar in this
add	let's put mushroom in it
substitute	replace sugar with chia seeds
substitute	use beef instead of butter
add	throw in some quinoa
add	can you add olive oil?
remove	delete tofu from the list
remove	don't use sugar
substitute	switch mushroom for oat flour
add	insert almond milk to my recipe
remove	can you remove chia seeds?
add	insert beef to my recipe
remove	exclude beef
add	i'd like to add chia seeds
add	throw in some chia seeds
remove	exclude olive oil
substitute	substitute cheese for flour
substitute	use oat flour instead of olive oil
add	add flour
substitute	trade flour for eggs
substitute	use beef instead of butter
add	add quinoa
remove	don't use coconut milk
add	throw in some honey
substitute	switch chia seeds for coconut milk
substitute	exchange vegan cheese with coconut milk
remove	take out chia seeds
add	throw in some flour
add	i'd like to add honey
remove	don't use chia seeds
substitute	change flour to olive oil
substitute	please use oat flour instead of sugar
substitute	exchange olive oil with oat flour
substitute	can we swap honey with tofu?
substitute	trade olive oil for eggs
remove	skip the tofu
substitute	use chicken instead of coconut milk
add	please add olive oil
remove	skip the milk
remove	remove chicken
remove	no beef in this
add	i'd like to add coconut milk
substitute	replace olive oil with sugar
substitute	i prefer chicken over eggs
substitute	switch cheese for flour
add	please add sugar
substitute	exchange almond milk with tofu
add	throw in some eggs
add	i'd like to add mushroom
add	can you add honey?
remove	eliminate olive oil
add	include chicken please
add	let's put honey in it
add	throw in some quinoa
substitute	exchange butter with mushroom
remove	no flour in this
remove	don't use mushroom
substitute	can we swap almond milk with milk?
remove	delete eggs from the list
substitute	use butter instead of vegan cheese
add	please add quinoa
substitute	use chicken instead of sugar
remove	remove quinoa
remove	remove vegan cheese
remove	remove yogurt
substitute	switch almond milk for milk
add	can you add honey?
remove	delete quinoa from the list
remove	get rid of flour
add	let's put chicken in it
remove	take out coconut milk
remove	exclude mushroom
add	add almond milk to the list
add	i'd like to add chicken
substitute	replace honey with butter
substitute	i prefer chicken over mushroom
substitute	trade milk for oat flour
add	add rice to the list
remove	take out coconut milk
remove	take out beef
add	add oat flour to the list
substitute	can we swap mushroom with almond milk?
remove	delete eggs from the list
remove	get rid of olive oil
add	add sugar to the list
remove	delete butter from the list
remove	get rid of oat flour
remove	remove tofu
substitute	trade tofu for olive oil
substitute	use rice instead of tofu
substitute	i prefer milk over beef
substitute	exchange eggs with oat flour
remove	eliminate yogurt
add	can you add sugar?
add	throw in some rice
substitute	exchange quinoa with honey
add	throw in some eggs
remove	take out coconut milk
substitute	change tofu to olive oil
remove	remove mushroom
substitute	use butter instead of cheese
add	throw in some quinoa
add	can you add flour?
substitute	change mushroom to yogurt
substitute	use flour instead of oat flour
substitute	trade eggs for vegan cheese
remove	can you remove chia seeds?
add	let's put rice in it
remove	remove flour
substitute	please use almond milk instead of mushroom
substitute	can we swap oat flour with mushroom?
add	include beef please
substitute	change chia seeds to mushroom
remove	don't use milk
remove	can you remove flour?
add	can you add rice?
add	can you add honey?
substitute	exchange honey with eggs
substitute	switch milk for quinoa
remove	no tofu in this
remove	get rid of olive oil
add	throw in some olive oil
add	can you add almond milk?
add	throw in some flour
substitute	i prefer tofu over vegan cheese
add	add rice
remove	no vegan cheese in this
add	insert coconut milk to my recipe
substitute	change chicken to butter
remove	exclude beef
substitute	substitute cheese for coconut milk
remove	delete flour from the list
substitute	substitute almond milk for yogurt
remove	don't use butter
substitute	replace coconut milk with quinoa
remove	remove chicken
substitute	replace chia seeds with coconut milk
substitute	please use honey instead of chicken
add	i want to include coconut milk
substitute	use yogurt instead of vegan cheese
substitute	i prefer olive oil over quinoa
add	throw in some sugar
remove	eliminate cheese
add	please add coconut milk
remove	don't use chia seeds
substitute	exchange milk with eggs
substitute	replace coconut milk with honey
substitute	substitute flour for quinoa
add	can you add cheese?
remove	can you remove cheese?
substitute	substitute milk for butter
remove	eliminate cheese
add	please add beef
substitute	use milk instead of coconut milk
substitute	i prefer almond milk over cheese
remove	exclude vegan cheese
substitute	i prefer oat flour over beef
remove	get rid of milk
substitute	substitute honey for vegan cheese
remove	delete sugar from the list
remove	don't use chia seeds
substitute	please use tofu instead of yogurt
substitute	change chia seeds to coconut milk
add	can you add rice?
add	include mushroom please
substitute	exchange beef with oat flour
substitute	exchange milk with sugar
add	let's put rice in it
substitute	replace beef with vegan cheese
remove	can you remove yogurt?
add	please add milk
add	i want to include butter
add	i'd like to add cheese
remove	take out mushroom
remove	can you remove almond milk?
substitute	please use cheese instead of flour
add	i'd like to add coconut milk
substitute	replace cheese with chia seeds
remove	get rid of coconut milk
remove	no olive oil in this
substitute	exchange honey with flour
remove	take out mushroom
add	throw in some oat flour
remove	get rid of mushroom
substitute	i prefer tofu over butter
substitute	change coconut milk to chicken
remove	can you remove vegan cheese?
substitute	use oat flour instead of cheese
substitute	please use quinoa instead of cheese
substitute	i prefer yogurt over beef
add	add eggs to the list
remove	exclude chia seeds
add	add sugar
substitute	substitute oat flour for chia seeds
remove	eliminate chia seeds
substitute	can we swap honey with eggs?
add	throw in some eggs
add	i want to include cheese
remove	remove yogurt
remove	eliminate beef
remove	delete oat flour from the list
add	i'd like to add chia seeds
remove	delete vegan cheese from the list
remove	skip the mushroom
add	let's put almond milk in it
add	let's put coconut milk in it
substitute	substitute flour for sugar
add	let's put cheese in it
substitute	i prefer cheese over chicken
add	add coconut milk to the list
add	i want to include beef
substitute	i prefer beef over tofu
add	throw in some chia seeds
substitute	can we swap flour with cheese?
remove	take out eggs
add	throw in some butter
remove	remove honey
add	can you add flour?
substitute	replace yogurt with vegan cheese
add	let's put quinoa in it
remove	take out milk
remove	take out honey
substitute	switch flour for chia seeds
remove	no cheese in this
substitute	change beef to tofu
add	let's put sugar in it
remove	don't use sugar
remove	delete beef from the list
add	include tofu please
substitute	exchange coconut milk with rice
remove	get rid of quinoa
add	add flour to the list
remove	get rid of coconut milk
add	i'd like to add yogurt
add	insert eggs to my recipe
substitute	substitute mushroom for vegan cheese
substitute	change butter to mushroom
add	add flour to the list
add	add cheese
remove	take out tofu
remove	can you remove mushroom?
add	include yogurt please
add	add yogurt
substitute	replace cheese with mushroom
remove	get rid of tofu
remove	exclude oat flour
add	add oat flour to the list
substitute	replace chia seeds with chicken
remove	don't use almond milk
remove	take out beef
add	insert milk to my recipe
substitute	i prefer butter over rice
substitute	replace chia seeds with milk
substitute	trade chicken for cheese
remove	take out chicken
remove	get rid of mushroom
add	please add olive oil
remove	no chicken in this
add	insert chicken to my recipe
remove	don't use almond milk
add	throw in some mushroom
substitute	trade chia seeds for yogurt
remove	eliminate honey
add	include beef please
substitute	use oat flour instead of tofu
substitute	trade quinoa for eggs
substitute	can we swap flour with beef?
substitute	can we swap sugar with eggs?
substitute	replace beef with quinoa
substitute	can we swap rice with cheese?
remove	exclude cheese
remove	skip the vegan cheese
add	include sugar please
substitute	please use almond milk instead of chia seeds
add	i want to include honey
add	insert tofu to my recipe
substitute	switch tofu for honey
remove	get rid of olive oil
substitute	i prefer quinoa over sugar
add	add olive oil to the list
substitute	exchange tofu with oat flour
remove	take out honey
remove	don't use tofu
remove	exclude milk
substitute	exchange coconut milk with eggs
remove	eliminate vegan cheese
add	add yogurt to the list
substitute	can we swap eggs with rice?
substitute	can we swap tofu with eggs?
substitute	use beef instead of almond milk
substitute	trade eggs for cheese
remove	no sugar in this
add	add honey to the list
remove	can you remove sugar?
remove	get rid of milk
add	include beef please
substitute	exchange quinoa with olive oil
remove	don't use oat flour
add	let's put almond milk in it
remove	skip the sugar
add	i want to include vegan cheese
add	include sugar please
substitute	please use beef instead of olive oil
add	let's put sugar in it
substitute	switch tofu for olive oil
substitute	use rice instead of eggs
add	insert coconut milk to my recipe
add	insert chicken to my recipe
add	include yogurt please
substitute	change quinoa to oat flour
remove	no rice in this
add	throw in some chia seeds
remove	remove eggs
remove	exclude chia seeds
add	let's put sugar in it
substitute	can we swap rice with coconut milk?
remove	eliminate tofu
remove	exclude sugar
substitute	trade milk for eggs
add	i'd like to add flour
add	throw in some sugar
substitute	please use rice instead of flour
remove	remove cheese
remove	no chicken in this
substitute	replace yogurt with almond milk
substitute	i prefer honey over chicken
remove	skip the flour
add	can you add olive oil?
substitute	switch sugar for cheese
add	can you add rice?
remove	take out butter
add	i want to include coconut milk
substitute	substitute coconut milk for chicken
remove	delete sugar from the list
substitute	exchange chia seeds with milk
substitute	trade olive oil for coconut milk
add	i'd like to add sugar
remove	can you remove mushroom?
remove	get rid of oat flour
remove	delete oat flour from the list
remove	delete beef from the list
substitute	can we swap mushroom with quinoa?
substitute	use chia seeds instead of beef
add	can you add butter?
remove	skip the sugar
remove	take out almond milk
add	throw in some vegan cheese
remove	skip the yogurt
remove	exclude honey
substitute	can we swap cheese with oat flour?
remove	can you remove almond milk?
substitute	substitute milk for cheese
substitute	use chia seeds instead of beef
remove	skip the chia seeds
substitute	can we swap oat flour with honey?
remove	remove chicken
substitute	switch mushroom for beef
add	add sugar
remove	delete mushroom from the list
substitute	exchange sugar with chicken
substitute	change butter to vegan cheese
remove	can you remove honey?
substitute	change olive oil to beef
substitute	change eggs to oat flour
remove	get rid of beef
substitute	i prefer milk over chicken
add	let's put beef in it
remove	can you remove quinoa?
substitute	please use sugar instead of quinoa
remove	skip the eggs
remove	take out quinoa
substitute	use flour instead of vegan cheese
substitute	replace eggs with olive oil
remove	take out flour
substitute	i prefer olive oil over milk
add	insert honey to my recipe
remove	eliminate honey
substitute	can we swap cheese with olive oil?
remove	delete chia seeds from the list
add	add milk to the list
add	let's put sugar in it
remove	get rid of vegan cheese
remove	eliminate butter
add	i'd like to add olive oil
substitute	change tofu to coconut milk
add	i'd like to add olive oil
add	please add sugar
substitute	exchange olive oil with flour
substitute	exchange oat flour with flour
remove	skip the chicken
add	insert beef to my recipe
remove	take out tofu
add	throw in some eggs
remove	don't use coconut milk
add	add honey to the list
substitute	please use cheese instead of olive oil
remove	can you remove tofu?
substitute	trade mushroom for flour
substitute	exchange oat flour with flour
add	include almond milk please
add	i'd like to add almond milk
substitute	replace yogurt with tofu
remove	get rid of olive oil
substitute	please use mushroom instead of rice
remove	take out eggs
add	include milk please
remove	no eggs in this
remove	take out eggs
remove	take out rice
substitute	can we swap yogurt with mushroom?
add	add oat flour
add	insert flour to my recipe
substitute	substitute rice for butter
add	let's put oat flour in it
substitute	please use coconut milk instead of chicken
add	can you add butter?
remove	can you remove chia seeds?
substitute	please use butter instead of olive oil
remove	skip the honey
add	can you add vegan cheese?
substitute	exchange cheese with sugar
remove	don't use vegan cheese
add	can you add chia seeds?
remove	skip the chicken
remove	no quinoa in this
remove	delete milk from the list
substitute	can we swap yogurt with chia seeds?
add	insert eggs to my recipe
substitute	substitute flour for cheese
remove	get rid of coconut milk
remove	can you remove quinoa?
remove	can you remove chia seeds?
substitute	please use sugar instead of oat flour
remove	take out yogurt
substitute	trade flour for coconut milk
add	insert rice to my recipe
remove	can you remove tofu?
add	add mushroom to the list
remove	eliminate cheese
substitute	please use rice instead of cheese
add	add rice
add	please add oat flour
remove	get rid of chicken
add	can you add cheese?
add	insert rice to my recipe
substitute	please use olive oil instead of quinoa
remove	can you remove chia seeds?
substitute	use tofu instead of vegan cheese
remove	remove honey
substitute	i prefer vegan cheese over honey
remove	skip the cheese
remove	take out beef
substitute	please use coconut milk instead of olive oil
substitute	please use yogurt instead of rice
remove	take out coconut milk
substitute	use tofu instead of flour
add	add beef to the list
substitute	use milk instead of quinoa
substitute	change honey to chicken
remove	skip the mushroom
substitute	use oat flour instead of mushroom
add	add vegan cheese
remove	don't use oat flour
substitute	change flour to oat flour
add	add cheese to the list
remove	skip the coconut milk
add	please add eggs
remove	can you remove olive oil?
substitute	i prefer sugar over yogurt
add	add cheese to the list
substitute	use butter instead of eggs
remove	no olive oil in this
substitute	can we swap butter with mushroom?
add	please add olive oil
add	please add rice
substitute	trade butter for coconut milk
add	let's put sugar in it
add	insert olive oil to my recipe
add	can you add beef?
add	i'd like to add sugar
add	i'd like to add beef
add	i'd like to add cheese
remove	delete beef from the list
substitute	replace quinoa with eggs
add	include eggs please
add	please add chia seeds
remove	skip the chia seeds
add	i'd like to add butter
substitute	substitute coconut milk for tofu
substitute	please use honey instead of almond milk
substitute	please use mushroom instead of butter
remove	exclude quinoa
substitute	can we swap honey with cheese?
add	please add eggs
add	i'd like to add rice
substitute	use vegan cheese instead of almond milk
remove	exclude tofu
remove	get rid of butter
substitute	exchange flour with cheese
add	throw in some sugar
add	throw in some butter
add	insert honey to my recipe
add	add oat flour
remove	no oat flour in this
substitute	i prefer oat flour over chia seeds
substitute	exchange quinoa with chicken
remove	don't use eggs
substitute	substitute mushroom for beef
substitute	change milk to honey
remove	skip the honey
add	can you add beef?
add	let's put oat flour in it
add	i'd like to add beef
remove	skip the chicken
remove	can you remove milk?
remove	delete almond milk from the list
substitute	please use mushroom instead of almond milk
add	add coconut milk to the list
remove	don't use tofu
substitute	can we swap chicken with rice?
add	add flour
add	include cheese please
add	throw in some vegan cheese
remove	take out sugar
remove	take out butter
substitute	exchange beef with honey
substitute	replace butter with olive oil
substitute	can we swap olive oil with quinoa?
remove	eliminate almond milk
substitute	change olive oil to flour
substitute	change sugar to chia seeds
add	add rice
remove	eliminate honey
add	can you add butter?
substitute	use yogurt instead of mushroom
remove	remove almond milk
add	include butter please
add	include olive oil please
substitute	trade rice for chia seeds
remove	eliminate coconut milk
substitute	please use honey instead of eggs
remove	remove beef
substitute	i prefer sugar over milk
add	add quinoa
substitute	use butter instead of almond milk
remove	delete honey from the list
add	let's put beef in it
add	add beef
remove	can you remove sugar?
add	i want to include beef
substitute	can we swap honey with mushroom?
substitute	substitute rice for vegan cheese
substitute	trade eggs for flour
add	i want to include eggs
add	please add olive oil
add	include chicken please
add	insert milk to my recipe
substitute	i prefer sugar over coconut milk
add	i'd like to add olive oil
remove	don't use coconut milk
add	please add yogurt
substitute	i prefer beef over quinoa
substitute	please use tofu instead of butter
add	throw in some flour
substitute	change cheese to butter
substitute	i prefer honey over beef
add	i want to include mushroom
substitute	use honey instead of yogurt
remove	delete flour from the list
remove	don't use honey
add	insert olive oil to my recipe
add	include eggs please
remove	skip the sugar
substitute	please use rice instead of cheese
substitute	i prefer eggs over oat flour
substitute	substitute butter for sugar
add	let's put honey in it
remove	delete almond milk from the list
remove	eliminate rice
remove	can you remove mushroom?
add	throw in some quinoa
substitute	can we swap flour with oat flour?
remove	take out vegan cheese
remove	delete quinoa from the list
substitute	trade chia seeds for eggs
substitute	substitute milk for rice
remove	take out olive oil
substitute	switch chia seeds for sugar
add	include almond milk please
substitute	change flour to cheese
substitute	trade quinoa for oat flour
add	include flour please
substitute	substitute honey for coconut milk
remove	exclude rice
remove	eliminate eggs
remove	get rid of olive oil
substitute	i prefer eggs over olive oil
substitute	trade quinoa for beef
add	please add butter
substitute	substitute cheese for oat flour
substitute	i prefer yogurt over beef
remove	no milk in this
add	i'd like to add olive oil
add	insert oat flour to my recipe
substitute	change almond milk to milk
remove	get rid of sugar
substitute	change tofu to quinoa
add	i'd like to add coconut milk
substitute	replace quinoa with beef
remove	delete honey from the list
add	add yogurt to the list
add	please add beef
add	add flour
add	let's put flour in it
add	include almond milk please
substitute	use butter instead of milk
remove	delete coconut milk from the list
substitute	change coconut milk to tofu
substitute	i prefer oat flour over chia seeds
remove	skip the vegan cheese
add	please add cheese
substitute	i prefer yogurt over coconut milk
remove	no rice in this
add	let's put almond milk in it
remove	take out butter
add	include beef please
substitute	use chicken instead of chia seeds
substitute	use beef instead of oat flour
substitute	change sugar to tofu
add	i want to include honey
add	i want to include flour
substitute	i prefer cheese over rice
remove	exclude quinoa
add	add cheese
add	i'd like to add vegan cheese
substitute	exchange almond milk with eggs
remove	no honey in this
substitute	i prefer vegan cheese over yogurt
add	please add beef
substitute	switch butter for mushroom
substitute	can we swap butter with vegan cheese?
substitute	switch olive oil for butter
add	please add beef
substitute	use sugar instead of eggs
remove	remove honey
remove	eliminate milk
remove	get rid of chia seeds
add	can you add honey?
substitute	change chia seeds to eggs
add	let's put oat flour in it
substitute	trade vegan cheese for butter
substitute	i prefer vegan cheese over tofu
add	add milk
substitute	substitute flour for tofu
add	insert quinoa to my recipe
remove	remove chia seeds
remove	can you remove butter?
substitute	substitute chicken for honey
add	i want to include olive oil
remove	don't use rice
remove	skip the chia seeds
add	insert butter to my recipe
add	let's put flour in it
add	i'd like to add butter
add	let's put tofu in it
substitute	i prefer oat flour over vegan cheese
remove	delete almond milk from the list
add	let's put quinoa in it
substitute	switch rice for cheese
remove	skip the tofu
remove	eliminate beef
remove	no beef in this
remove	skip the olive oil
add	add cheese to the list
add	let's put tofu in it
substitute	can we swap honey with chia seeds?
add	please add almond milk
substitute	trade oat flour for tofu
remove	delete eggs from the list
substitute	trade chia seeds for yogurt
substitute	change honey to yogurt
remove	remove olive oil
remove	get rid of oat flour
substitute	change cheese to mushroom
remove	can you remove chicken?
add	can you add sugar?
remove	don't use oat flour
remove	don't use sugar
substitute	i prefer chicken over honey
remove	take out flour
substitute	substitute mushroom for vegan cheese
substitute	substitute mushroom for beef
add	let's put chicken in it
remove	get rid of almond milk
add	please add vegan cheese
add	let's put coconut milk in it
substitute	use yogurt instead of coconut milk
add	can you add tofu?
remove	remove butter
add	let's put oat flour in it
remove	exclude eggs
add	include quinoa please
add	i want to include honey
add	insert flour to my recipe
substitute	switch chia seeds for cheese
remove	get rid of cheese
add	let's put vegan cheese in it
substitute	exchange chia seeds with yogurt
add	let's put oat flour in it
substitute	replace sugar with vegan cheese
add	add yogurt
remove	skip the rice
substitute	use eggs instead of butter
remove	skip the oat flour
remove	get rid of quinoa
add	can you add butter?
add	insert quinoa to my recipe
remove	skip the sugar
add	please add rice
add	i'd like to add oat flour
add	i want to include chia seeds
add	i want to include milk
add	i want to include honey
add	throw in some vegan cheese
add	include coconut milk please
add	let's put sugar in it
remove	eliminate olive oil
add	add milk to the list
add	add beef to the list
substitute	substitute rice for beef
add	throw in some rice
remove	take out almond milk
add	can you add eggs?
add	add olive oil to the list
substitute	switch cheese for quinoa
substitute	trade beef for vegan cheese
substitute	can we swap vegan cheese with eggs?
remove	exclude almond milk
add	i'd like to add cheese
remove	take out quinoa
add	can you add tofu?
remove	skip the oat flour
add	please add tofu
add	let's put beef in it
remove	no beef in this
remove	eliminate rice
remove	take out vegan cheese
remove	remove eggs
substitute	substitute rice for vegan cheese
remove	skip the butter
add	add vegan cheese to the list
remove	eliminate beef
remove	get rid of beef
add	i'd like to add almond milk
substitute	exchange tofu with sugar
remove	remove vegan cheese
substitute	use cheese instead of yogurt
substitute	trade butter for tofu
add	can you add tofu?
add	add oat flour
remove	exclude butter
substitute	substitute coconut milk for beef
remove	don't use quinoa
remove	take out sugar
add	let's put sugar in it
remove	delete beef from the list
substitute	trade yogurt for mushroom
substitute	trade butter for yogurt
substitute	trade olive oil for vegan cheese
add	add chia seeds
substitute	trade coconut milk for mushroom
remove	get rid of cheese
remove	don't use rice
add	please add tofu
add	insert oat flour to my recipe
add	let's put almond milk in it
substitute	use honey instead of mushroom
add	include butter please
substitute	change vegan cheese to almond milk
add	throw in some oat flour
add	throw in some coconut milk
add	i'd like to add butter
substitute	substitute milk for chicken
add	i want to include sugar
remove	get rid of tofu
remove	don't use quinoa
substitute	use olive oil instead of cheese
add	can you add coconut milk?
substitute	i prefer flour over mushroom
substitute	i prefer eggs over quinoa
remove	can you remove olive oil?
substitute	change flour to honey
remove	eliminate chia seeds
add	please add eggs
remove	eliminate olive oil
remove	no milk in this
substitute	i prefer chicken over chia seeds
substitute	change olive oil to flour
substitute	can we swap vegan cheese with honey?
remove	exclude almond milk
remove	can you remove tofu?
substitute	i prefer honey over yogurt
substitute	please use flour instead of honey
remove	skip the milk
substitute	substitute chia seeds for oat flour
add	can you add almond milk?
remove	delete honey from the list
add	include cheese please
substitute	trade oat flour for chia seeds
add	add beef to the list
substitute	switch yogurt for sugar
substitute	i prefer tofu over rice
add	add milk
substitute	use olive oil instead of butter
substitute	substitute honey for coconut milk
add	add flour to the list
add	can you add eggs?
substitute	replace yogurt with chicken
substitute	switch beef for yogurt
add	add eggs to the list
remove	take out chicken
add	include oat flour please
substitute	trade flour for quinoa
substitute	switch milk for coconut milk
remove	don't use butter
remove	get rid of chicken
add	add honey to the list
remove	eliminate almond milk
substitute	replace milk with quinoa
substitute	please use yogurt instead of sugar
substitute	switch butter for honey
add	include beef please
add	add cheese
substitute	can we swap chia seeds with flour?
add	insert eggs to my recipe
substitute	switch butter for flour
remove	get rid of milk
substitute	i prefer honey over mushroom
substitute	trade tofu for sugar
remove	delete olive oil from the list
add	i want to include quinoa
remove	don't use chia seeds
add	let's put milk in it
remove	exclude chicken
add	can you add quinoa?
remove	eliminate vegan cheese
substitute	substitute chicken for yogurt
remove	get rid of cheese
add	add tofu
substitute	replace vegan cheese with beef
substitute	please use butter instead of chicken
substitute	trade chicken for tofu
substitute	can we swap rice with sugar?
add	add chicken
add	add honey
remove	don't use flour
substitute	replace honey with vegan cheese
add	can you add vegan cheese?
substitute	switch flour for mushroom
add	include mushroom please
remove	get rid of yogurt
substitute	i prefer mushroom over chia seeds
substitute	can we swap olive oil with tofu?
add	throw in some chicken
substitute	exchange chia seeds with chicken
substitute	change sugar to coconut milk
add	add mushroom to the list
add	can you add honey?
substitute	change rice to chia seeds
add	throw in some eggs
remove	delete yogurt from the list
substitute	trade butter for olive oil
add	add coconut milk to the list
remove	don't use olive oil
remove	no cheese in this
remove	no milk in this
add	let's put mushroom in it
substitute	i prefer almond milk over beef
substitute	exchange honey with chicken
add	let's put mushroom in it
add	let's put oat flour in it
add	include milk please
remove	delete oat flour from the list
add	i'd like to add chicken
add	add coconut milk to the list
add	i'd like to add olive oil
substitute	change rice to butter
remove	delete cheese from the list
add	add mushroom to the list
substitute	i prefer vegan cheese over chicken
add	i want to include coconut milk
remove	remove eggs
substitute	replace honey with tofu
add	add milk
add	add rice to the list
add	let's put honey in it
substitute	use butter instead of chia seeds
add	add sugar to the list
add	add cheese to the list
add	include rice please
substitute	i prefer flour over sugar
substitute	please use chicken instead of yogurt
add	include eggs please
add	let's put rice in it
substitute	trade quinoa for sugar
add	i'd like to add coconut milk
substitute	exchange milk with chicken
remove	skip the beef
add	please add coconut milk
remove	remove tofu
substitute	change chicken to cheese
add	include butter please
add	please add rice
remove	get rid of honey
substitute	exchange eggs with olive oil
remove	get rid of honey
add	i'd like to add almond milk
add	can you add olive oil?
add	throw in some flour
remove	exclude butter
remove	exclude coconut milk
add	let's put mushroom in it
substitute	switch almond milk for tofu
add	insert chia seeds to my recipe
add	please add chicken
add	add oat flour
add	let's put honey in it
remove	remove yogurt
substitute	i prefer eggs over cheese
remove	get rid of chia seeds
remove	eliminate cheese
substitute	replace cheese with milk
add	add honey
substitute	change coconut milk to honey
remove	can you remove olive oil?
remove	don't use vegan cheese
add	add yogurt
remove	delete tofu from the list
substitute	substitute vegan cheese for eggs
substitute	can we swap eggs with coconut milk?
substitute	replace sugar with beef
remove	eliminate milk
add	let's put coconut milk in it
substitute	switch beef for cheese
add	add coconut milk to the list
remove	eliminate honey
add	please add honey
add	add honey to the list
remove	no flour in this
add	add vegan cheese to the list
remove	delete yogurt from the list
add	let's put butter in it
add	please add chia seeds
remove	remove flour
substitute	substitute honey for milk
substitute	use sugar instead of chia seeds
remove	skip the beef
add	please add sugar
substitute	please use yogurt instead of flour
substitute	trade cheese for butter
add	add sugar to the list
substitute	please use oat flour instead of olive oil
remove	delete milk from the list
remove	remove chicken
remove	can you remove almond milk?
remove	delete oat flour from the list
remove	don't use almond milk
add	let's put honey in it
add	let's put eggs in it
substitute	change coconut milk to tofu
add	can you add flour?
add	please add chicken
substitute	use rice instead of tofu
add	include quinoa please
remove	delete beef from the list
remove	get rid of eggs
add	i want to include olive oil
substitute	exchange vegan cheese with beef
add	i want to include beef
add	throw in some eggs
remove	remove beef
add	insert cheese to my recipe
remove	don't use rice
substitute	switch yogurt for oat flour
remove	can you remove rice?
substitute	substitute olive oil for sugar
substitute	can we swap butter with beef?
add	add mushroom to the list
substitute	i prefer coconut milk over mushroom
add	i'd like to add quinoa
add	include mushroom please
remove	can you remove mushroom?
substitute	use yogurt instead of quinoa
remove	exclude sugar
remove	skip the butter
add	can you add oat flour?
add	i'd like to add honey
remove	take out yogurt
add	i want to include chia seeds
remove	delete quinoa from the list
add	include beef please
remove	take out oat flour
remove	get rid of sugar
substitute	exchange cheese with olive oil
substitute	exchange vegan cheese with cheese
remove	eliminate vegan cheese
add	please add vegan cheese
remove	skip the olive oil
remove	skip the flour
add	can you add mushroom?
remove	delete beef from the list
add	throw in some tofu
add	add eggs to the list
substitute	can we swap rice with tofu?
remove	no flour in this
remove	delete quinoa from the list
substitute	exchange tofu with vegan cheese
remove	can you remove sugar?
remove	can you remove beef?
substitute	i prefer vegan cheese over butter
remove	skip the olive oil
add	include quinoa please
add	add beef to the list
add	can you add chia seeds?
add	throw in some rice
substitute	trade rice for oat flour
substitute	please use sugar instead of almond milk
substitute	please use oat flour instead of honey
substitute	i prefer almond milk over beef
remove	no oat flour in this
add	please add olive oil
remove	take out flour
substitute	i prefer olive oil over beef
remove	eliminate chicken
remove	delete honey from the list
add	can you add eggs?
substitute	change tofu to eggs
add	please add milk
substitute	switch honey for chicken
add	include mushroom please
add	add rice
add	let's put almond milk in it
substitute	change beef to quinoa
substitute	i prefer eggs over tofu
substitute	change mushroom to honey
remove	skip the chia seeds
remove	no eggs in this
substitute	substitute tofu for honey
add	add cheese to the list
add	include quinoa please
remove	exclude almond milk
add	let's put beef in it
add	throw in some rice
add	let's put yogurt in it
remove	remove coconut milk
add	can you add chia seeds?
add	add almond milk
substitute	switch milk for olive oil
substitute	substitute tofu for beef
remove	eliminate mushroom
substitute	replace rice with mushroom
substitute	change sugar to milk
substitute	i prefer chicken over mushroom
substitute	substitute eggs for honey
remove	can you remove sugar?
substitute	can we swap olive oil with mushroom?
remove	delete honey from the list
remove	get rid of olive oil
remove	take out beef
add	i want to include chicken
add	throw in some oat flour
remove	eliminate mushroom
remove	no butter in this
remove	exclude tofu
add	i want to include cheese
remove	skip the yogurt
add	add mushroom
substitute	use tofu instead of flour
substitute	change quinoa to mushroom
remove	eliminate coconut milk
add	include butter please
add	add vegan cheese
remove	skip the almond milk
add	insert almond milk to my recipe
remove	skip the coconut milk
substitute	substitute eggs for yogurt
remove	get rid of sugar
remove	can you remove chicken?
remove	no cheese in this
add	i'd like to add honey
remove	remove cheese
substitute	please use butter instead of honey
substitute	i prefer rice over oat flour
add	add oat flour to the list
substitute	please use eggs instead of butter
substitute	i prefer yogurt over milk
add	please add milk
substitute	replace vegan cheese with coconut milk
remove	eliminate beef
remove	get rid of almond milk
substitute	trade almond milk for beef
substitute	please use cheese instead of quinoa
substitute	substitute chicken for milk
add	can you add eggs?
add	add flour
substitute	trade quinoa for sugar
substitute	substitute quinoa for flour
add	throw in some honey
substitute	i prefer sugar over mushroom
substitute	exchange quinoa with honey
substitute	replace vegan cheese with olive oil
add	please add chia seeds
substitute	change yogurt to oat flour
add	let's put yogurt in it
remove	skip the coconut milk
add	please add quinoa
add	throw in some coconut milk
substitute	substitute honey for chicken
remove	take out flour
add	insert sugar to my recipe
substitute	trade rice for olive oil
add	throw in some oat flour
remove	don't use coconut milk
substitute	trade mushroom for oat flour
add	add vegan cheese to the list
add	insert tofu to my recipe
substitute	substitute rice for honey
add	let's put coconut milk in it
add	add beef
substitute	trade oat flour for yogurt
add	add almond milk
substitute	switch rice for coconut milk
remove	exclude milk
remove	no chicken in this
substitute	switch coconut milk for cheese
remove	take out mushroom
remove	don't use yogurt
substitute	change yogurt to honey
add	let's put yogurt in it
